安眠穴	anmianxue
石橄榄	shiganlan
石膏葱白汤	shigaocongbaitang
石膏六合汤	shigaoluhetang
石膏散	shigaosan
石膏泻白散	shigaoxiebaisan
石膏知母汤	shigaozhimutang
石公集	shigongji
石瓜子	shiguazi
史国公浸酒方	shiguogongjinjiufang
史国公药酒	shiguogongyaojiu
史国信	shiguoxin
石涵玉	shihanyu
失合症	shihezheng
石猴子	shihouzi
石胡椒	shihujiao
石斛牛膝汤	shihuniuxitang
石斛清胃散	shihuqingweisan
石黄	shihuang
石灰草	shihuicao
石瘕	shijia
石疖	shijie
世界针灸学会联合会	shijiezhenjiuxuehuilianhehui
世界针联	shijiezhenlian
史搢臣	shijinchen
失精	shijing
失颈	shijing
失颈按摩法	shijinganmofa
失精家	shijingjia
石疽	shiju
石卷柏	shijuanbai
石决明散	shijuemingsan
石决明汤	shijuemingtang
石决明丸	shijuemingwan
石楷	shikai
史堪	shikan
石刻安肾丸	shikeanshenwan
史可甦	shikesu
石逵	shikui
石困	shikun
石辣椒	shilajiao
石兰	shilan
石疬	shili
石榴	shiliu
石瘤	shiliu
石榴翻花发	shiliufanhuafa
石留黄	shiliuhuang
石硫黄	shiliuhuang
石榴疽	shiliuju
石榴壳	shiliuke
石榴翳	shiliuyi
石榴痔	shiliuzhi
石龙藤	shilongteng
石龙芽草	shilongyacao
石脉	shimai
石门坎	shimenkan
失眠	shimian
失明	shiming
石楠散	shinansan
石南叶	shinanye
失溺	shini
室女	shinv
石女	shinv
石皮	shipi
矢气	shiqi
石祁蛇	shiqishe
失欠颊车蹉开张不合方	shiqianjiachecuokaizhangbuhefang
失强	shiqiang
石青	shiqing
石阙	shique
石人	shiren
失荣	shirong
石濡	shiru
石瑞章	shiruizhang
石三七	shisanqi
石疝	shishan
石珊瑚	shishanhu
石山医案	shishanyian
石上莲	shishanglian
石上香	shishangxiang
失神	shishen
失声	shisheng
石室秘录	shishimilu
失守	shishou
石寿棠	shishoutang
嗜睡	shishui
石水	shishui
失说物望	shishuowuwang
失溲	shisou
失胎	shitai
石苔花	shitaihua
石棠花	shitanghua
史脱	shituo
石顽老人诊宗三昧	shiwanlaorenzhenzongsanmei
石韦瞿麦散	shiweiqumaisan
十问	shiwen
石窝蛋	shiwodan
石香薷	shixiangru
石筱山	shixiaoshan
失笑丸	shixiaowan
失信	shixin
失心风	shixinfeng
失血	shixue
失血发热	shixuefare
失血心痛	shixuexintong
失血眩晕	shixuexuanyun
石燕丹	shiyandan
石燕丸	shiyanwan
石药	shiyao
石药尔雅	shiyaoerya
石药中毒	shiyaozhongdu
世医	shiyi
石衣	shiyi
世医得效方	shiyidexiaofang
史以甲	shiyijia
失音	shiyin
市隐庐医学杂著	shiyinluyixuezazhu
失音嗽	shiyinsou
失营	shiying
石痈	shiyong
石萸肉	shiyurou
史源	shiyuan
石云茶	shiyuncha
史载之	shizaizhi
史载之方	shizaizhifang
石湛棠	shizhantang
失枕	shizhen
石震	shizhen
失枕入骱奇妙手法	shizhenrujieqimiaoshoufa
石珍散	shizhensan
失枕手法	shizhenshoufa
失正	shizheng
实证	shizheng
失志	shizhi
石指甲	shizhijia
石蛭螫人	shizhishiren
石竹根	shizhugen
石竹子	shizhuzi
石子荠苨汤	shizijinitang
史子仁	shiziren
手足	shouzu
衰者补之	shuaizhebuzhi
衰之以属	shuaizhiyishu
栓剂	shuanji
水痘	shuidou
水鼓	shuigu
水火	shuihuo
顺传	shunchuan
朔事	shuoshi
四白灭瘢散	sibaimiebansan
四傍	sibang
四倍丸	sibeiwan
四部医典	sibuyidian
四部医典蓝琉璃	sibuyidianlanliuli
四部医典系列挂图全集	sibuyidianxilieguatuquanji
四部总录医药编	sibuzongluyiyaobian
四柴胡饮	sichaihuyin
四川大金钱草	sichuandajinqiancao
丝莼	sichun
四大家	sidajia
四大绝证	sidajuezheng
四等丸	sidengwan
司地	sidi
四儿风	sierfeng
四方蒿	sifanghao
四方拳草	sifangquancao
丝风内障	sifengneizhang
四根三结	sigensanjie
丝瓜筋	siguajin
丝瓜壳	siguake
丝瓜水	siguashui
丝瓜网	siguawang
四关	siguan
四海	sihai
四海类聚方	sihaileijufang
四海舒郁丸	sihaishuyuwan
四号否象方	sihaofouxiangfang
四合	sihe
四横纹	sihengwen
四虎散	sihusan
四虎饮	sihuyin
四花	sihua
四花患门	sihuahuanmen
四黄散	sihuangsan
四极	siji
四季菜	sijicai
四季花	sijihua
四加减正气散	sijiajianzhengqisan
四脚喜	sijiaoxi
四街	sijie
四斤丸	sijinwan
四金丸	sijinwan
四经	sijing
四绝	sijue
四君子丸	sijunziwan
四开	sikai
四科简效方	sikejianxiaofang
司空舆	sikongyu
四库全书医家类	sikuquanshuyijialei
四棱草	silengcao
四棱锋	silengfeng
四棱杆蒿	silengganhao
四棱蒿	silenghao
四棱麻	silengma
四棱子	silengzi
丝连皮	silianpi
四苓合芩芍汤	silingheqinshaotang
四苓汤	silingtang
四六风	siliufeng
丝络	siluo
司马承桢	simachengzhen
司马大复	simadafu
司马隆	simalong
司马子微	simaziwei
四脉	simai
四满丸	simanwan
丝毛草根	simaocaogen
四面戟	simianji
丝棉皮	simianpi
四妙汤	simiaotang
四明医案	simingyian
四末	simo
四磨饮	simoyin
司牧安骥集	simuanjiji
四难	sinan
司内揣外	sineichuaiwai
四逆	sini
四逆注射液	sinizhusheye
四皮麻	sipima
四匹瓦	sipiwa
司气	siqi
四气	siqi
四气街	siqijie
四七汤	siqitang
四气调神大论篇	siqitiaoshendalunpian
四蕊三角瓣花	siruisanjiaobanhua
四塞	sisai
四色断痫丸	siseduanxianwan
四色散	sisesan
四神汤	sishentang
四声本草	sishengbencao
四圣散	sishengsan
四生散	sishengsan
四圣丸	sishengwan
四圣心源	sishengxinyuan
四圣悬枢	sishengxuanshu
四失	sishi
四时	sishi
四时病机	sishibingji
四时不正之气	sishibuzhengzhiqi
四时茶	sishicha
四时刺逆从论篇	sishiciniconglunpian
四十二号旅象方	sishierhaolvxiangfang
四时感冒	sishiganmao
四时气篇	sishiqipian
四十三号鼎象方	sishisanhaodingxiangfang
四时伤寒	sishishanghan
四时调摄	sishitiaoshe
四时宜忌	sishiyiji
四时之风	sishizhifeng
四时之脉	sishizhimai
四时之气	sishizhiqi
四时之序	sishizhixu
四兽饮	sishouyin
四属	sishu
四顺清凉饮	sishunqingliangyin
四顺清凉饮子	sishunqingliangyinzi
四顺饮	sishunyin
四顺饮子	sishunyinzi
四损	sisun
司天	sitian
司天在泉	sitianzaiquan
司徒嘎玛俄拉	situgamaela
司外揣内	siwaichuainei
四弯风	siwanfeng
四畏	siwei
四维	siwei
四味肥儿丸	siweifeierwan
四味回阳饮	siweihuiyangyin
四维散	siweisan
四味丸	siweiwan
四味香连丸	siweixianglianwan
四味香薷饮	siweixiangruyin
四味异功散	siweiyigongsan
四味萸连丸	siweiyulianwan
四物安神汤	siwuanshentang
四物补肝散	siwubugansan
四物二连汤	siwuerliantang
四物化郁汤	siwuhuayutang
四物加黄芪芍药汤	siwujiahuangqishaoyaotang
四物绛覆汤	siwujiangfutang
四物龙胆汤	siwulongdantang
四乌汤	siwutang
四物五子丸	siwuwuziwan
四物消风汤	siwuxiaofengtang
四物延胡汤	siwuyanhutang
四乌鲗骨一茹丸	siwuzeiguyiruwan
四象	sixiang
四象金匮秘方	sixiangjinkuimifang
四性	sixing
四言举要	siyanjuyao
四眼叶	siyanye
丝叶	siye
四叶胆	siyedan
四叶对	siyedui
四叶黄	siyehuang
四叶金	siyejin
四叶莲	siyelian
四叶麻	siyema
四叶苹	siyeping
司医	siyi
四淫	siyin
四饮	siyin
四月子	siyuezi
四脏潮热	sizangchaore
四折骨	sizhegu
四诊法	sizhenfa
四诊合参	sizhenhecan
四诊抉微	sizhenjuewei
四诊心法要诀	sizhenxinfayaojue
四诊要诀	sizhenyaojue
四诊韵语	sizhenyunyu
四政	sizheng
四证八候	sizhengbahou
四蒸木瓜丸	sizhengmuguawan
四正散	sizhengsan
四肢	sizhi
四制抱龙丸	sizhibaolongwan
四支别离	sizhibieli
四肢别离	sizhibieli
四肢不举	sizhibuju
四肢不仁	sizhiburen
四肢不收	sizhibushou
四肢不用	sizhibuyong
四肢缓弱	sizhihuanruo
四肢坚硬	sizhijianying
四支解堕	sizhijieduo
四肢拘急	sizhijuji
四肢拘挛	sizhijuluan
四肢倦怠	sizhijuandai
四肢麻木	sizhimamu
四肢逆冷	sizhinileng
四之气	sizhiqi
四肢强直	sizhiqiangzhi
四肢热	sizhire
四肢实	sizhishi
四肢酸疼	sizhisuanteng
四支疼痛	sizhitengtong
四肢疼痛	sizhitengtong
四肢为诸阳之本	sizhiweizhuyangzhiben
四制香附丸	sizhixiangfuwan
四肢懈惰	sizhixieduo
四汁饮	sizhiyin
四肢肿	sizhizhong
四柱散	sizhusan
四椎	sizhui
四总穴	sizongxue
素灵类纂约注	sulingleizuanyuezhu
素灵微蕴	sulingweiyun
素灵药义	sulingyaoyi
素灵杂解	sulingzajie
素灵摘要	sulingzhaiyao
素女	sunv
素女经	sunvjing
素女脉诀	sunvmaijue
素圃医案	supuyian
素食说略	sushishuolue
素天	sutian
素问钞补正	suwenchaobuzheng
素问经注节解	suwenjingzhujiejie
素问灵枢合注	suwenlingshuhezhu
素问灵枢类纂约注	suwenlingshuleizuanyuezhu
素问六气玄珠密语	suwenliuqixuanzhumiyu
素问入式运气论奥	suwenrushiyunqilunao
素问释义	suwenshiyi
素问释音	suwenshiyin
素问亡篇	suwenwangpian
素问玄机原病式	suwenxuanjiyuanbingshi
素问悬解	suwenxuanjie
素问佚篇	suwenyipian
素问遗篇	suwenyipian
素问直讲	suwenzhijiang
素问直解	suwenzhijie
素问注证发微	suwenzhuzhengfawei
素仙简要	suxianjianyao
速效救心丸	suxiaojiuxinwan
速效散	suxiaosan
祟脉	suimai
损脉	sunmai
损伤	sunshang
损伤咳	sunshangke
损伤内证	sunshangneizheng
损伤瘀血	sunshangyuxue
损娠	sunshen
损嗽	sunsou
损翳	sunyi
索菜	suocai
莎草根	suocaogen
索粉积	suofenji
索骨丹	suogudan
索人衣	suorenyi
索择	suoze
索泽	suoze
索子果	suoziguo
他经选穴法	tajingxuanxuefa
台党参	taidangshen
泰定养生主论	taidingyangshengzhulun
胎气	taiqi
泰山盘石散	taishanpanshisan
台湾柳	taiwanliu
太阳花	taiyanghua
瘫痪	tanhuan
谈金章	tanjinzhang
谈野翁	tanyeweng
谈允贤	tanyunxian
唐安	tangan
唐本草	tangbencao
唐秉钧	tangbingjun
唐传那保	tangchuannabao
唐椿	tangchun
唐大烈	tangdalie
唐尔岐	tangerqi
唐杲	tanggao
唐翰文	tanghanwen
唐熇	tanghe
唐衡铨	tanghengquan
唐黉	tanghong
唐宏文	tanghongwen
烫火伤	tanghuoshang
唐继山	tangjishan
唐立三	tanglisan
唐烈三	tangliesan
唐临	tanglin
唐临照	tanglinzhao
唐朴	tangpu
唐千顷	tangqianqing
唐芹洲	tangqinzhou
唐容川	tangrongchuan
唐尚龄	tangshangling
唐慎微	tangshenwei
唐审元	tangshenyuan
唐宋卫生歌	tangsongweishengge
唐桐园	tangtongyuan
唐维德	tangweide
唐威源	tangweiyuan
唐熙	tangxi
唐永卿	tangyongqing
唐玉书	tangyushu
唐与正	tangyuzheng
唐宗海	tangzonghai
唐宗泰	tangzongtai
桃白皮	taobaipi
陶承熹	taochengxi
绦虫病	taochongbing
陶东亭	taodongting
桃耳七	taoerqi
套管进针法	taoguanjinzhenfa
桃核仁	taoheren
陶弘景	taohongjing
桃红饮	taohongyin
陶华	taohua
桃花斑	taohuaban
桃花化浊汤	taohuahuazhuotang
桃花散	taohuasan
桃花丸	taohuawan
桃花癣	taohuaxuan
桃花粥	taohuazhou
陶节庵	taojiean
桃奴	taonu
桃奴散	taonusan
桃皮	taopi
桃仁红花汤	taorenhonghuatang
桃仁煎	taorenjian
桃仁散	taorensan
桃仁芍药汤	taorenshaoyaotang
桃仁汤	taorentang
陶尚文	taoshangwen
陶氏伤寒全书	taoshishanghanquanshu
陶氏再造散	taoshizaizaosan
桃树胶	taoshujiao
桃树皮	taoshupi
陶通明	taotongming
桃枭	taoxiao
桃蝎散	taoxiesan
讨盐生	taoyansheng
陶针	taozhen
陶针疗法	taozhenliaofa
桃汁	taozhi
桃枝汤	taozhitang
桃子草	taozicao
特定穴	tedingxue
特疽	teju
涕液不收	tiyebushou
田边菊	tianbianju
田菠菜	tianbocai
天吊	tiandiao
田鸡草	tianjicao
田鸡油	tianjiyou
田鸡爪	tianjizhua
田蓼草	tianliaocao
田螺疱	tianluopao
田螺水	tianluoshui
田螺旋顶	tianluoxuanding
田萍	tianping
田七	tianqi
田氏保婴集	tianshibaoyingji
田锡	tianxi
田喦	tianyan
田云槎	tianyuncha
田宗汉	tianzonghan
调产	tiaochan
调鼎集	tiaodingji
调豆	tiaodou
调肝散	tiaogansan
调羹草	tiaogengcao
调羹花	tiaogenghua
调和法	tiaohefa
调和肝胃	tiaoheganwei
调和气血	tiaoheqixue
调和荣卫汤	tiaoherongweitang
调和五味	tiaohewuwei
调和药	tiaoheyao
调和营卫	tiaoheyingwei
调疾饮食辨	tiaojiyinshibian
调经琥珀汤	tiaojinghupotang
调经化瘀丸	tiaojinghuayuwan
调经论篇	tiaojinglunpian
调经散	tiaojingsan
调经升阳除湿汤	tiaojingshengyangchushitang
调经汤	tiaojingtang
调经饮	tiaojingyin
调疽	tiaoju
调理肠胃	tiaolichangwei
调理冲任	tiaolichongren
调理阴阳	tiaoliyinyang
调脾清毒饮	tiaopiqingduyin
调气	tiaoqi
调气法	tiaoqifa
调气平胃散	tiaoqipingweisan
调气散	tiaoqisan
调气汤	tiaoqitang
调气丸	tiaoqiwan
调荣活络饮	tiaoronghuoluoyin
调荣通脉汤	tiaorongtongmaitang
调摄	tiaoshe
调胃白术泽泻散	tiaoweibaizhuzexiesan
调息丸	tiaoxiwan
调小儿脾胃	tiaoxiaoerpiwei
调血化核丸	tiaoxuehuahewan
调营敛肝饮	tiaoyinglianganyin
调痈	tiaoyong
调元肾气丸	tiaoyuanshenqiwan
调制	tiaozhi
调中大成汤	tiaozhongdachengtang
调中顺气丸	tiaozhongshunqiwan
调中汤	tiaozhongtang
调中丸	tiaozhongwan
铁巴掌	tiebazhang
铁板道	tiebandao
铁扁担	tiebiandan
铁尺草	tiechicao
铁刺苓	tieciling
铁笛丸	tiediwan
铁儿茶	tieercha
铁粉散	tiefensan
铁钢叉	tiegangcha
铁甲将军	tiejiajiangjun
铁脚犁	tiejiaoli
铁脚威灵仙	tiejiaoweilingxian
铁脚蜈蚣根	tiejiaowugonggen
铁凉伞	tieliangsan
铁菱角	tielingjiao
铁马豆	tiemadou
铁牛七	tieniuqi
铁牛入石	tieniurushi
铁散沙	tiesansha
铁扫把	tiesaoba
铁扫把子	tiesaobazi
铁色草	tiesecao
铁痧	tiesha
铁失	tieshi
铁石茶	tieshicha
铁树花	tieshuhua
铁丝草	tiesicao
铁蜈蚣	tiewugong
铁仔	tiezai
铁针	tiezhen
铁指甲	tiezhijia
铁烛台	tiezhutai
通隘散	tongaisan
通鼻	tongbi
通痹散	tongbisan
通鼻散	tongbisan
通草膏	tongcaogao
通肠解毒汤	tongchangjiedutang
通肠漏	tongchanglou
通顶散	tongdingsan
通耳	tonger
通耳丹	tongerdan
痛风	tongfeng
通腑排脓	tongfupainong
通腑泄热	tongfuxiere
通肝散	tonggansan
通肝生乳汤	tongganshengrutang
通膈散	tonggesan
桐根	tonggen
通谷	tonggu
通关	tongguan
通关瞿麦丸	tongguanqumaiwan
通关藤	tongguanteng
通关丸	tongguanwan
通火汤	tonghuotang
通剂	tongji
通脊漏	tongjilou
通间	tongjian
通解散	tongjiesan
痛经	tongjing
通睛	tongjing
通经导滞汤	tongjingdaozhitang
通经散	tongjingsan
通经丸	tongjingwan
桐君	tongjun
桐君采药录	tongjuncaiyaolu
桐君药录	tongjunyaolu
通可去滞	tongkequzhi
通理	tongli
通理汤	tonglitang
通苓散	tonglingsan
通络利湿汤	tongluolishitang
通络下乳	tongluoxiaru
通脉	tongmai
通脉法	tongmaifa
通脉四逆加猪胆汁汤	tongmaisinijiazhudanzhitang
通脉汤	tongmaitang
通门	tongmen
通明补肾丸	tongmingbushenwan
通明散	tongmingsan
通鸣散	tongmingsan
通木	tongmu
桐木皮	tongmupi
桐皮	tongpi
通脾泻胃汤	tongpixieweitang
通皮饮	tongpiyin
通评虚实论	tongpingxushilun
通气	tongqi
通气草	tongqicao
通气法	tongqifa
通气防风汤	tongqifangfengtang
通气利中丸	tongqilizhongwan
通气散坚丸	tongqisanjianwan
通气香	tongqixiang
通髯	tongran
通乳	tongru
通乳丹	tongrudan
通乳汤	tongrutang
通乳消痈	tongruxiaoyong
通乳消肿汤	tongruxiaozhongtang
通神散	tongshensan
通身肿	tongshenzhong
通声膏	tongshenggao
通声煎	tongshengjian
通顺散	tongshunsan
通俗伤寒论	tongsushanghanlun
通天愈风汤	tongtianyufengtang
通天再造散	tongtianzaizaosan
通瞳	tongtong
通下	tongxia
通泄	tongxie
通心草	tongxincao
通心饮	tongxinyin
通玄处士	tongxuanchushi
通玄二八丹	tongxuanerbadan
通宣理肺丸	tongxuanlifeiwan
通玄指要赋	tongxuanzhiyaofu
通血丸	tongxuewan
桐叶	tongye
通因通用	tongyintongyong
通幽化浊汤	tongyouhuazhuotang
桐油树根	tongyoushugen
桐油树子	tongyoushuzi
通幽汤	tongyoutang
桐油中毒	tongyouzhongdu
通瘀破结	tongyupojie
通真子	tongzhenzi
通中散	tongzhongsan
桐子	tongzi
桐子树根	tongzishugen
桐子树叶	tongzishuye
桐子油	tongziyou
通遵散	tongzunsan
透癍	touban
透表	toubiao
头不生发	toubushengfa
头冲	touchong
透刺法	toucifa
头风	toufeng
头风白屑	toufengbaixie
头风疬	toufengli
头风摩散	toufengmosan
头风散	toufengsan
头风屑	toufengxie
头风旋	toufengxuan
头风眩晕	toufengxuanyun
头风眩运	toufengxuanyun
透风于热外	toufengyurewai
头盖骨	tougaigu
头骨	tougu
透骨丹	tougudan
透骨搜风散	tougusoufengsan
透骨消	touguxiao
透关射甲	touguanshejia
透关射甲形	touguanshejiaxing
透关射指形	touguanshezhixing
头汗	touhan
头昏	touhun
透肌散	toujisan
头角	toujiao
透镜灸	toujingjiu
头冷	touleng
头颅盖	toulugai
头颅骨	toulugu
头面疮	toumianchuang
头目不清利	toumubuqingli
透脑疽	tounaoju
头脑鸣响	tounaomingxiang
透脓	tounong
透脓生肌	tounongshengji
头皮麻木	toupimamu
头皮痛	toupitong
头皮针疗法	toupizhenliaofa
头偏痛	toupiantong
头倾视深	touqingshishen
透热转气	tourezhuanqi
头软	touruan
头身喜汗	toushenxihan
头髓	tousui
头疼	touteng
透天凉	toutianliang
头痛	toutong
头痛花	toutonghua
头痛痧	toutongsha
头响	touxiang
头项强痛	touxiangqiangtong
透泄	touxie
透邪	touxie
头旋	touxuan
头眩	touxuan
头眩偏痛痧	touxuanpiantongsha
头旋眼花	touxuanyanhua
透穴法	touxuefa
头摇	touyao
透营转气	touyingzhuanqi
头晕	touyun
头运眼花	touyunyanhua
头晕药	touyunyao
头胀	touzhang
透疹	touzhen
透针法	touzhenfa
透疹凉解汤	touzhenliangjietang
头针疗法	touzhenliaofa
头针麻醉	touzhenmazui
头重	touzhong
徒都子	tudouzi
吐血	tuxie
涂药	tuyao
涂药板	tuyaoban
脱肛	tuogang
外八卦	waibagua
外板	waiban
外缠喉风	waichanhoufeng
外揣篇	waichuaipian
外疮	waichuang
外吹	waichui
外丹	waidan
外耳痈	waieryong
外风证	waifengzheng
外腑	waifu
外辅骨	waifugu
外疳	waigan
外感半身不遂	waiganbanshenbusui
外感不得卧	waiganbudewo
外感喘逆	waiganchuanni
外感短气	waiganduanqi
外感恶寒	waiganehan
外感呃逆	waiganeni
外感风泻	waiganfengxie
外感腹胀	waiganfuzhang
外感寒邪泻	waiganhanxiexie
外感黄疸	waiganhuangdan
外感肩背痛	waiganjianbeitong
外感结胸	waiganjiexiong
外感咳嗽	waigankesou
外感痢疾	waiganliji
外感衄血	waigannvxue
外感呕吐	waiganoutu
外感热病	waiganrebing
外感三消	waigansanxiao
外感湿痰	waiganshitan
外感湿泻	waiganshixie
外感嗽血	waigansouxue
外感头痛	waigantoutong
外感吐酸水	waigantusuanshui
外感吐血	waigantuxie
外感胃脘痛	waiganweiwantong
外感温病	waiganwenbing
外感温热篇	waiganwenrepian
外感小便不利	waiganxiaobianbuli
外感胁痛	waiganxietong
外感泄泻	waiganxiexie
外感休息痢	waiganxiuxili
外感牙衄	waiganyanv
外感腰痛	waiganyaotong
外感噎隔	waiganyege
外感腋痛	waiganyetong
外感遗尿	waiganyiniao
外感燥痰	waiganzaotan
外感中风症	waiganzhongfengzheng
外感中热泻	waiganzhongrexie
外感中暑泻	waiganzhongshuxie
外格	waige
外勾	waigou
外关内格	waiguanneige
外寒内热	waihanneire
外寒失血	waihanshixue
外候答问	waihoudawen
外喉痈	waihouyong
外踝	waihuai
外踝疽	waihuaiju
外火	waihuo
外经	waijing
外科	waike
外科百效秘授经验奇方	waikebaixiaomishoujingyanqifang
外科百效全书	waikebaixiaoquanshu
外科宝鉴	waikebaojian
外科补法	waikebufa
外科传薪集	waikechuanxinji
外科大成	waikedacheng
外科发挥	waikefahui
外科方外奇方	waikefangwaiqifang
外科活人定本	waikehuorendingben
外科辑要	waikejiyao
外科经验方	waikejingyanfang
外科精要	waikejingyao
外科精义	waikejingyi
外科理例	waikelili
外科秘录	waikemilu
外科明隐集	waikemingyinji
外科启玄	waikeqixuan
外科钤	waikeqian
外科钤古方	waikeqiangufang
外科切要	waikeqieyao
外科全生集	waikequanshengji
外科全书十种	waikequanshushizhong
外科入门	waikerumen
外科三字经	waikesanzijing
外科十法	waikeshifa
外科十三方考	waikeshisanfangkao
外科枢要	waikeshuyao
外科图说	waiketushuo
外科图形脉证	waiketuxingmaizheng
外科问答	waikewenda
外科消法	waikexiaofa
外科心法	waikexinfa
外科心法要诀	waikexinfayaojue
外科心法真验指掌	waikexinfazhenyanzhizhang
外科选要	waikexuanyao
外科医镜	waikeyijing
外科摘要	waikezhaiyao
外科真诠	waikezhenquan
外科证治全生集	waikezhengzhiquanshengji
外科证治全书	waikezhengzhiquanshu
外科证治准绳	waikezhengzhizhunsheng
外科正宗	waikezhengzong
外科准绳	waikezhunsheng
外廉	wailian
外漏	wailou
外命	waiming
外取	waiqu
外热	waire
外热内寒	waireneihan
外荣	wairong
外三合	waisanhe
外疝	waishan
外伤	waishang
外伤滑胎	waishanghuatai
外肾弔痛	waishendiaotong
外肾痈	waishenyong
外肾肿硬	waishenzhongying
外实内虚	waishineixu
外枢	waishu
外台茯苓饮	waitaifulingyin
外台走马汤	waitaizoumatang
外痛内快	waitongneikuai
外推云	waituiyun
外维	waiwei
外膝眼	waixiyan
外消散	waixiaosan
外悬风	waixuanfeng
外阳	waiyang
外因	waiyin
外阴白癍	waiyinbaiban
外阴白色病变	waiyinbaisebingbian
外阴瘙痒	waiyinsaoyang
外阴炎	waiyinyan
外壅	waiyong
外痈	waiyong
外游丹毒	waiyoudandu
外郁	waiyu
外障	waizhang
外证	waizheng
外症喉痈	waizhenghouyong
外证头痛	waizhengtoutong
外证医案汇编	waizhengyianhuibian
外治	waizhi
外治法	waizhifa
外治寿世方初编	waizhishoushifangchubian
外治医说	waizhiyishuo
外眥	waizi
外眦	waizi
顽痹	wanbi
顽疮	wanchuang
挽法	wanfa
顽核疬	wanheli
顽淋不痛症	wanlinbutongzheng
顽疝	wanshan
顽湿聚结	wanshijujie
顽痰	wantan
顽涎	wanxian
顽癣	wanxuan
顽癣浮萍丸	wanxuanfupingwan
胃癌	weiai
未刻本叶氏医案	weikebenyeshiyian
胃胀	weizhang
未至而至	weizhierzhi
温粉	wenfen
温服	wenfu
温热	wenre
温心	wenxin
文元	wenyuan
蚊枝叶	wenzhiye
蚊子草	wenzicao
翁阿鲁	wengalu
翁格尔	wenggeer
翁嘉德	wengjiade
翁稼江	wengjiajiang
翁晋	wengjin
翁藻	wengzao
翁仲仁	wengzhongren
翁自昭	wengzizhao
武痴	wuchi
五恶	wue
戊分	wufen
五谷	wugu
五官	wuguan
戊癸化火	wuguihuahuo
戊己	wuji
戊己汤	wujitang
五决	wujue
五轮	wulun
五入	wuru
五色	wuse
五味	wuwei
五心	wuxin
五行	wuxing
五脏六腑	wuzangliufu
悟真篇	wuzhenpian
五中	wuzhong
务中药性	wuzhongyaoxing
五主	wuzhu
息胞	xibao
息贲	xiben
息贲汤	xibentang
息必鼾	xibihan
席疮	xichuang
息粗	xicu
息道	xidao
息焚安胎汤	xifenantaitang
息风	xifeng
息风定痫	xifengdingxian
息风解痉	xifengjiejing
奚凤鸣	xifengming
息高	xigao
息积	xiji
奚魁蚬肉	xikuixianrou
息露	xilu
吸门	ximen
息鸣	ximing
息肉喉风	xirouhoufeng
息肉瘿	xirouying
息胎	xitai
息微	xiwei
息相	xixiang
席延赏	xiyanshang
息斋居士	xizhaijushi
席珍子	xizhenzi
夏草冬虫	xiacaodongchong
夏春农	xiachunnong
夏德	xiade
夏德懋	xiademao
夏鼎	xiading
夏豆	xiadou
夏继昭	xiajizhao
夏枯草散	xiakucaosan
夏枯草汤	xiakucaotang
夏枯球	xiakuqiu
夏令感冒	xialingganmao
夏令麻疹	xialingmazhen
夏脉如钩	xiamairugou
夏秋霍乱	xiaqiuhuoluan
夏日沸烂疮	xiarifeilanchuang
夏廷秀	xiatingxiu
夏痿	xiawei
夏无踪	xiawuzong
夏祥宇	xiaxiangyu
下阴	xiayin
夏英	xiaying
夏英白	xiayingbai
夏应中矩	xiayingzhongju
夏禹铸	xiayuzhu
夏月霍乱	xiayuehuoluan
夏月咳嗽	xiayuekesou
夏月破腹	xiayuepofu
夏云	xiayun
夏云集	xiayunji
夏至	xiazhi
夏子益	xiaziyi
仙白草	xianbaicao
仙草	xiancao
仙蟾	xianchan
仙传化锭	xianchuanhuading
仙传化毒汤	xianchuanhuadutang
仙方救命汤	xianfangjiumingtang
陷伏	xianfu
仙膏	xiangao
陷骨	xiangu
仙鹤草根芽	xianhecaogenya
陷经	xianjing
陷睛翳	xianjingyi
陷脉	xianmai
仙茅参	xianmaocan
仙茅汤	xianmaotang
仙拈集	xiannianji
仙桥草	xianqiaocao
仙人草	xianrencao
仙人冻	xianrendong
仙人掌	xianrenzhang
仙人杖	xianrenzhang
仙人指路	xianrenzhilu
仙人肢丸	xianrenzhiwan
陷下则灸之	xianxiazejiuzhi
陷胸承气汤	xianxiongchengqitang
陷胸泻心汤	xianxiongxiexintang
陷翳	xianyi
陷中	xianzhong
仙传痘疹奇方	xianzhuandouzhenqifang
仙传外科集验方	xianzhuanwaikejiyanfang
仙传外科秘方	xianzhuanwaikemifang
相乘	xiangcheng
香虫	xiangchong
相克	xiangke
向前	xiangqian
相生	xiangsheng
哮拔	xiaoba
小百科	xiaobaike
消癍活命饮	xiaobanhuomingyin
消癍青黛饮	xiaobanqingdaiyin
消癍散	xiaobansan
消补并用	xiaobubingyong
哮喘	xiaochuan
消瘅	xiaodan
消丹饮	xiaodanyin
消导二陈汤	xiaodaoerchentang
消疔简便方	xiaodingjianbianfang
消毒丹	xiaodudan
消毒定痛散	xiaodudingtongsan
消毒化癍汤	xiaoduhuabantang
消毒散	xiaodusan
消毒圣神汤	xiaodushengshentang
消毒汤	xiaodutang
消毒犀角饮	xiaoduxijiaoyin
消毒饮	xiaoduyin
消法	xiaofa
消风百解散	xiaofengbaijiesan
消风导赤汤	xiaofengdaochitang
消风豁痰汤	xiaofenghuotantang
消风宁嗽汤	xiaofengningsoutang
消风玉容散	xiaofengyurongsan
