更上一层楼	gengshangyicenglou
上有青冥之长天	shangyouqingmingzhichangtian
雨足郊原草木柔	yuzujiaoyuancaomurou
寒灯独可亲	handengdukeqin
典校在秘书	dianxiaozaimishu
眼花落井水底眠	yanhualuojingshuidimian
朝阳洞口寒泉清	chaoyangdongkouhanquanqing|zhaoyangdongkouhanquanqing
中有孤丛色似霜	zhongyougucongsesishuang
邂逅五湖乘兴往	xiehouwuhuchengxingwang
欲以观其徼	yuyiguanqijiao
粗砂大石相磨治	cushadashixiangmozhi
余因得遍观群书	yuyindebianguanqunshu
恶能治国家	enengzhiguojia
天地岂私贫我哉	tiandiqisipinwozai
南枝向暖北枝寒	nanzhixiangnuanbeizhihan
绠短者不可以汲深	gengduanzhebukeyijishen
隔叶黄鹂空好音	geyehuanglikonghaoyin
四顾山光接水光	sigushanguangjieshuiguang
君仁莫不仁	junrenmoburen
心不同兮媒劳	xinbutongximeilao
海畔云山拥蓟城	haipanyunshanyongjicheng
缺月挂疏桐	queyueguashutong
一身都是愁	yishendoushichou
一斛荐槟榔	yihujianbinglang
寒林空见日斜时	hanlinkongjianrixieshi
白酒床头初熟	baijiuchuangtouchushu
尽是刘郎去后栽	jinshiliulangquhouzai
一度欲离别	yiduyulibie
行义以达其道	xingyiyidaqidao
南湖秋水夜无烟	nanhuqiushuiyewuyan
莫道谗言如浪深	modaochanyanrulangshen
如知其非义	ruzhiqifeiyi
赤也为之小	chiyeweizhixiao
没在石棱中	meizaishilengzhong
竞渡相传为汨罗	jingduxiangchuanweimiluo
道常无为而无不为	daochangwuweierwubuwei
鸢飞戾天者	yuanfeilitianzhe
地静无纤尘	dijingwuxianchen
六军不发无奈何	liujunbufawunaihe
山川空地形	shanchuankongdixing
半落青天外	banluoqingtianwai
净洗甲兵长不用	jingxijiabingchangbuyong
安得辞浮贱	andecifujian
上无道揆也	shangwudaokuiye
咸阳古道音尘绝	xianyanggudaoyinchenjue
莫道不消魂	modaobuxiaohun
青云衣兮白霓裳	qingyunyixibainichang
更想幽期处	gengxiangyouqichu
联翩万马来无数	lianpianwanmalaiwushu
风骨自是倾城姝	fengguzishiqingchengshu
草芽菜甲一时生	caoyacaijiayishisheng
胡麻饼样学京都	humabingyangxuejingdu
香雾云鬟湿	xiangwuyunhuanshi
阳骄叶更阴	yangjiaoyegengyin
君子学以致其道	junzixueyizhiqidao
更恐不胜悲	gengkongbushengbei
子比而同之	zibiertongzhi
幽人应未眠	yourenyingweimian
相逢应不识	xiangfengyingbushi
不恨此花飞尽	buhencihuafeijin
便人间天上	bianrenjiantianshang
汝阳三斗始朝天	ruyangsandoushichaotian
九月尚流汗	jiuyueshangliuhan
夜深人散后	yeshenrensanhou
安得务农息战斗	andewunongxizhandou
上林繁花照眼新	shanglinfanhuazhaoyanxin
罗袖动香香不已	luoxiudongxiangxiangbuyi
剩有游人处	shengyouyourenchu
风流儒雅亦吾师	fengliuruyayiwushi
何时黄金盘	heshihuangjinpan
夫人必自侮	furenbiziwu
将军楼阁画神仙	jiangjunlougehuashenxian
有一日之长	youyirizhichang
老而无妻曰鳏	laoerwuqiyueguan
了了见松雪	liaoliaojiansongxue
近来时世轻先辈	jinlaishishiqingxianbei
皆以枉法论	jieyiwangfalun
二十余年如一梦	ershiyunianruyimeng
露重飞难进	luzhongfeinanjin
汉皇重色思倾国	hanhuangzhongsesiqingguo
人生贵相知	renshengguixiangzhi
时时只见龙蛇走	shishizhijianlongshezou
风声一何盛	fengshengyihesheng
十日画一水	shirihuayishui
欲将心事付瑶琴	yujiangxinshifuyaoqin
恃其便以敖予	shiqibianyiaoyu
百谷青芃芃	baiguqingpengpeng
又不能启口	youbunengqikou
死也生之始	siyeshengzhishi
一水中分白鹭洲	yishuizhongfenbailuzhou
懦夫有立志	nuofuyoulizhi
白发东坡又到来	baifadongpoyoudaolai
荣枯咫尺异	rongkuzhichiyi
焉得铸甲作农器	yandezhujiazuonongqi
山为翠浪涌	shanweicuilangyong
和周世钊同志	hezhoushizhaotongzhi
白马湖平秋日光	baimahupingqiuriguang
落花逐流水	luohuazhuliushui
纣之失天下也	zhouzhishitianxiaye
花中此物似西施	huazhongciwusixishi
面脆油香新出炉	miancuiyouxiangxinchulu
仙风道骨今谁有	xianfengdaogujinshuiyou
升天入地求之遍	shengtianrudiqiuzhibian
其险也如此	qixianyeruci
予也有三年之爱于其父母乎	yuyeyousannianzhiaiyuqifumuhu
酒旗相望大堤头	jiuqixiangwangdaditou
游媚笔泉记	youmeibiquanji
婴金铁受辱	yingjintieshouru
樊哙覆其盾于地	fankuaifuqidunyudi
移船相近邀相见	yichuanxiangjinyaoxiangjian
大人故嫌迟	darenguxianchi
野外庭前一种春	yewaitingqianyizhongchun
漂泊西南天地间	piaoboxinantiandijian
吾不能变心以从俗兮	wubunengbianxinyicongsuxi
死为同穴尘	siweitongxuechen
千万和春住	qianwanhechunzhu
江泥轻燕斜	jiangniqingyanxie
故国三千里	guguosanqianli
不能正五音	bunengzhengwuyin
若到江南赶上春	ruodaojiangnanganshangchun
秋草独寻人去后	qiucaoduxunrenquhou
五月不可触	wuyuebukechu
沙场点秋兵	shachangdianqiubing
落日欲没岘山西	luoriyumeixianshanxi
相对如梦寐	xiangduirumengmei
更吹落星如雨	gengchuiluoxingruyu
万姓疮痍合	wanxingchuangyihe
无花无酒锄作田	wuhuawujiuchuzuotian
忽见陌头杨柳色	hujianmotouyangliuse
巫医乐师百工之人	wuyiyueshibaigongzhiren
十里月明灯火稀	shiliyuemingdenghuoxi
新丰美酒斗十千	xinfengmeijiudoushiqian
春风疑不到天涯	chunfengyibudaotianya
其次剔毛发	qicitimaofa
清歌妙舞落花前	qinggemiaowuluohuaqian
结君早归意	jiejunzaoguiyi
莫自使眼枯	mozishiyanku
九度附书向洛阳	jiudufushuxiangluoyang
有名而无实	youmingerwushi
不过数仞而下	buguoshurenerxia
今朝更举觞	jinzhaogengjushang
忽独与余兮目成	huduyuyuximucheng
眼明飞阁俯长桥	yanmingfeigefuchangqiao
梨花满地不开门	lihuamandibukaimen
满园花菊郁金黄	manyuanhuajuyujinhuang
今人未可非商鞅	jinrenweikefeishangyang
明月在前轩	mingyuezaiqianxuan
答姚怤见寄	dayaofujianji
独携天上小团月	duxietianshangxiaotuanyue
其义则始乎为士	qiyizeshihuweishi
巨屦小屦同贾	jujuxiaojutongjia
雪里行军情更迫	xuelixingjunqinggengpo
寥落悲前事	liaoluobeiqianshi
美人首饰侯王印	meirenshoushihouwangyin
还寻北郭生	haixunbeiguosheng
吟鞭东指即天涯	yinbiandongzhijitianya
吴江女道士	wujiangnvdaoshi
尔何怀乎故宇	erhehuaihuguyu
刺史二千石	cishierqianshi
君看随阳雁	junkansuiyangyan
而有斯疾也	eryousijiye
香山避暑二绝	xiangshanbishuerjue
蔷薇带刺攀应懒	qiangweidaicipanyinglan
侮夺人之君	wuduorenzhijun
日忽忽其将暮	rihuhuqijiangmu
昧者不知也	meizhebuzhiye
怪底眼花悬两目	guaidiyanhuaxuanliangmu
万里长江水	wanlichangjiangshui
汉日旧称贤	hanrijiuchengxian
去年重阳不可说	qunianchongyangbukeshuo
莲池旧是无波水	lianchijiushiwuboshui
四达之皇皇也	sidazhihuanghuangye
刑人如恐不胜	xingrenrukongbusheng
素肌擘新玉	sujiboxinyu
纯粹而不杂	chuncuierbuza
鱼虾以为粮	yuxiayiweiliang
今听玄蝉我却回	jintingxuanchanwoquehui
而束君归赵矣	ershujunguizhaoyi
泄香银囊破	xiexiangyinnangpo
秋宵月色胜春宵	qiuxiaoyueseshengchunxiao
斫去桂婆娑	zhuoquguiposuo
即今河畔冰开日	jijinhepanbingkairi
彭祖巫咸几回死	pengzuwuxianjihuisi
遥遥至西荆	yaoyaozhixijing
不能发声哭	bunengfashengku
可以语上也	keyiyushangye
七百里驱十五日	qibailiqushiwuri
疑是天边十二峰	yishitianbianshierfeng
举头红日近	jutouhongrijin
澹澹衫儿薄薄罗	dandanshanerbaobaoluo
曲岸深潭一山叟	quanshentanyishansou
为伴宿清溪	weibansuqingxi
拙诗在壁无人爱	zhuoshizaibiwurenai
倚杖听江声	yizhangtingjiangsheng
无有入无间	wuyouruwujian
肝胆皆冰雪	gandanjiebingxue
倾城看斩蛟	qingchengkanzhanjiao
还应说著远行人	haiyingshuozhuyuanxingren
千山动鳞甲	qianshandonglinjia
臣密今年四十有四	chenmijinniansishiyousi
千载相逢犹旦暮	qianzaixiangfengyoudanmu
白日当天三月半	bairidangtiansanyueban
中有双飞鸟	zhongyoushuangfeiniao
一番洗清秋	yifanxiqingqiu
金炉次第添香兽	jinluciditianxiangshou
枕前看鹤浴	zhenqiankanheyu
夫子焉不学	fuziyanbuxue
渐行渐远渐无书	jianxingjianyuanjianwushu
呈祥势可嘉	chengxiangshikejia
两岸罗衣破晕香	lianganluoyipoyunxiang
相思相见知何日	xiangsixiangjianzhiheri
孤城西北起高楼	guchengxibeiqigaolou
我是清都山水郎	woshiqingdoushanshuilang
双棋未遍局	shuangqiweibianju
天平山上白云泉	tianpingshanshangbaiyunquan
宣父犹能畏后生	xuanfuyounengweihousheng
青雀黄龙之舳	qingquehuanglongzhizhu
西城杨柳弄春柔	xichengyangliunongchunrou
沅江五月平堤流	yuanjiangwuyuepingdiliu
江水浸云影	jiangshuijinyunying
空庭一树花	kongtingyishuhua
曾照吴王宫里人	cengzhaowuwanggongliren
雉从梁上飞	zhicongliangshangfei
娟娟到湖上	juanjuandaohushang
不敬其君者也	bujingqijunzheye
六桥横绝天汉上	liuqiaohengjuetianhanshang
老去新诗谁与传	laoquxinshisheiyuchuan
来疑沧海尽成空	laiyicanghaijinchengkong
撩乱边愁听不尽	liaoluanbianchoutingbujin
何以能田猎也	heyinengtianlieye
春风来海上	chunfenglaihaishang
曰师曰弟子云者	yueshiyuediziyunzhe
假诸人而后见也	jiazhurenerhoujianye
明月皎皎照我床	mingyuejiaojiaozhaowochuang
归思欲沾巾	guisiyuzhanjin
至于负者歌于途	zhiyufuzhegeyutu
万面鼓声中	wanmiangushengzhong
热来寻扇子	relaixunshanzi
陌上看花人	moshangkanhuaren
染丝上春机	ransishangchunji
犹恐巢中饥	youkongchaozhongji
池非不深也	chifeibushenye
雨滴梧桐山馆秋	yudiwutongshanguanqiu
永和三日荡轻舟	yonghesanridangqingzhou
却愿天日恒炎曦	queyuantianrihengyanxi
世披靡矣扶之直	shipimiyifuzhizhi
晚登单父台	wandengshanfutai|wandengdanfutai
故闻伯夷之风者	guwenboyizhifengzhe
金缕鹧鸪斑	jinlvzheguban
三男邺城戍	sannanyechengshu
纷纷红紫已成尘	fenfenhongziyichengchen
当其欣于所遇	dangqixinyusuoyu
折芳馨兮遗所思	zhefangxinxiyisuosi
花外漏声迢递	huawailoushengtiaodi
轩车来何迟	xuanchelaihechi
夕余至乎西极	xiyuzhihuxiji
幽闲元不为人芳	youxianyuanbuweirenfang
猴猿临岸吟	houyuanlinanyin
曾有惊天动地文	cengyoujingtiandongdiwen
霓裳曳广带	nichangyeguangdai
褒公鄂公毛发动	baogongegongmaofadong
奄忽若飙尘	yanhuruobiaochen
疑泛九江船	yifanjiujiangchuan
晓耕翻露草	xiaogengfanlucao
踌躇而雁行	chouchueryanxing
双照泪痕干	shuangzhaoleihengan
府吏闻此变	fuliwencibian
若非月下即花前	ruofeiyuexiajihuaqian
雍也可使南面	yongyekeshinanmian
子固非鱼也	zigufeiyuye
必世而后仁	bishierhouren
则尝闻之矣	zechangwenzhiyi
先贤盛说桃花源	xianxianshengshuotaohuayuan
全仗你抬身价	quanzhangnitaishenjia
石虽不能言	shisuibunengyan
不见高人王右丞	bujiangaorenwangyoucheng
儒生有长策	rushengyouchangce
江南腊月半	jiangnanlayueban
犬子以田产未置止我	quanziyitianchanweizhizhiwo
礼法有明文	lifayoumingwen
云横九派浮黄鹤	yunhengjiupaifuhuanghe
爱之欲其富也	aizhiyuqifuye
雄飞雌从绕林间	xiongfeicicongraolinjian
除夜寄微之	chuyejiweizhi
唤作拒霜知未称	huanzuojushuangzhiweicheng
举鲁国而儒服	juluguoerrufu
玉楼宴罢醉和春	yulouyanbazuihechun
高揖卫叔卿	gaoyiweishuqing
知君仙骨无寒暑	zhijunxianguwuhanshu
纵使晴明无雨色	zongshiqingmingwuyuse
正怜日破浪花出	zhenglianripolanghuachu
父老相逢鼻欲辛	fulaoxiangfengbiyuxin
苟无济代心	gouwujidaixin
相观民之计极	xiangguanminzhijiji
落蕊犹收蜜露香	luoruiyoushoumiluxiang
古称国之宝	guchengguozhibao
殊异乎公行	shuyihugongxing
襄王云雨今安在	xiangwangyunyujinanzai
哀怨起骚人	aiyuanqisaoren
还将梦魂去	haijiangmenghunqu
红栏三百九十桥	honglansanbaijiushiqiao
长被花牵不自胜	changbeihuaqianbuzisheng
汩余若将不及兮	guyuruojiangbujixi
头高数丈触山回	tougaoshuzhangchushanhui
犹自凌丹虹	youzilingdanhong
隐几香一炷	yinjixiangyizhu
壹阴兮壹阳	yiyinxiyiyang
唯全人能之	weiquanrennengzhi
人稠过杨府	renchouguoyangfu
金谷时危悟惜才	jingushiweiwuxicai
簇簇淮阴市	cucuhuaiyinshi
毋从俱死也	wucongjusiye
悠悠天地间	youyoutiandijian
兰筋权奇走灭没	lanjinquanqizoumiemo
爱此荷花鲜	aicihehuaxian
旧时天气旧时衣	jiushitianqijiushiyi
枇杷花里闭门居	pipahualibimenju
霓为衣兮风为马	niweiyixifengweima
微官敢有济时心	weiguanganyoujishixin
剡中若问连州事	shanzhongruowenlianzhoushi
吾不复梦见周公	wubufumengjianzhougong
则天地曾不能以一瞬	zetiandicengbunengyiyishun
不知其梦也	buzhiqimengye
阆中胜事可肠断	langzhongshengshikechangduan
秋宵月下有怀	qiuxiaoyuexiayouhuai
遥岚破月悬	yaolanpoyuexuan
冻雷惊笋欲抽芽	dongleijingsunyuchouya
飞来飞去落谁家	feilaifeiquluoshuijia
阮籍哭路岐	ruanjikuluqi
榴花开欲然	liuhuakaiyuran
扬州市里商人女	yangzhoushilishangrennv
鸡鸣外欲曙	jimingwaiyushu
花浓春寺静	huanongchunsijing
归途行欲曛	guituxingyuxun
天不得不高	tianbudebugao
汉朝频选将	hanchaopinxuanjiang
橘洲田土仍膏腴	juzhoutianturenggaoyu
献岁发春兮	xiansuifachunxi
君家长松十亩阴	junjiazhangsongshimuyin
吾君所乏岂此物	wujunsuofaqiciwu
三边曙色动危旌	sanbianshusedongweijing
坐触鸳鸯起	zuochuyuanyangqi
天气凉如秋	tianqiliangruqiu
弦急悲声发	xianjibeishengfa
中原一败势难回	zhongyuanyibaishinanhui
惊回千里梦	jinghuiqianlimeng
周与胡蝶则必有分矣	zhouyuhudiezebiyoufenyi
时弄小娇孙	shinongxiaojiaosun
大抵三尺强	dadisanchiqiang
千寻铁锁沉江底	qianxuntiesuochenjiangdi
暗飞萤自照	anfeiyingzizhao
何昔日之芳草兮	hexirizhifangcaoxi
主客多欢娱	zhukeduohuanyu
毛血洒平芜	maoxuesapingwu
项羽季父也	xiangyujifuye
请事斯语矣	qingshisiyuyi
归家喜及辰	guijiaxijichen
涉江弄秋水	shejiangnongqiushui
冷香飞上诗句	lengxiangfeishangshiju
问言与谁餐	wenyanyushuican
钴鉧潭西小丘记	gumutanxixiaoqiuji
手持绿玉杖	shouchilvyuzhang
快意雄风海上来	kuaiyixiongfenghaishanglai
一人口插几张匙	yirenkouchajizhangchi
登乎昆仑之丘而南望	denghukunlunzhiqiuernanwang
有木名水柽	youmumingshuicheng
青萝拂行衣	qingluofuxingyi
贾谊哭时事	jiayikushishi|guyikushishi
至今沧江上	zhijincangjiangshang
明星惜此筵	mingxingxiciyan
多方乎仁义而用之者	duofanghurenyieryongzhizhe
好蔽美而嫉妒	haobimeierjidu
低回愧人子	dihuikuirenzi
然而夜半有力者负之而走	raneryebanyoulizhefuzhierzou
谈空说有夜不眠	tankongshuoyouyebumian
坐久灯烬落	zuojiudengjinluo
虎可搏兮牛可触	hukeboxiniukechu
数有所不逮	shuyousuobudai
四者孰知天下之正色哉	sizheshuzhitianxiazhizhengsezai
县小更无丁	xianxiaogengwuding
羿工乎中微而拙乎使人无己誉	yigonghuzhongweierzhuohushirenwujiyu
不几乎一言而丧邦乎	bujihuyiyanersangbanghu
不必若余之手录	bubiruoyuzhishoulu
三年奔走空皮骨	sannianbenzoukongpigu
必千乘之家	biqianshengzhijia
水凝绿鸭琉璃钱	shuininglvyaliuliqian
缭之兮杜衡	liaozhixiduheng
万古永相望	wanguyongxiangwang
潘岳悼亡犹费词	panyuedaowangyoufeici
野蔬充膳甘长藿	yeshuchongshanganchanghuo
雨中春树万人家	yuzhongchunshuwanrenjia
潭清疑水浅	tanqingyishuiqian
孟冬寒气至	mengdonghanqizhi
豪家沽酒长安陌	haojiagujiuchanganmo
发短耳何长	faduanerhechang
送行勿泣血	songxingwuqixue
复居少城北	fujushaochengbei
人各有一癖	rengeyouyipi
含情欲语独无处	hanqingyuyuduwuchu
乃翁依旧管些儿	naiwengyijiuguanxieer
人间别久不成悲	renjianbiejiubuchengbei
三月尽是头白日	sanyuejinshitoubairi
厌见桃株笑	yanjiantaozhuxiao
虎豹号我西	hubaohaowoxi
不蕲畜乎樊中	buqichuhufanzhong
非人磨墨墨磨人	feirenmomomomoren
萧飒凉风与衰鬓	xiaosaliangfengyushuaibin
美酒生林不待仪	meijiushenglinbudaiyi
翁居山下年空老	wengjushanxianiankonglao
夜久语声绝	yejiuyushengjue
宫城团回凛严光	gongchengtuanhuilinyanguang
白须道士竹间棋	baixudaoshizhujianqi
羌管吹杨柳	qiangguanchuiyangliu
无言谁会凭阑意	wuyansheihuipinglanyi
其数则始乎诵经	qishuzeshihusongjing
金窗绣户长相见	jinchuangxiuhuzhangxiangjian
万里清光不可思	wanliqingguangbukesi
芦花深泽静垂纶	luhuashenzejingchuilun
则有去国怀乡	zeyouquguohuaixiang
沛公欲王关中	peigongyuwangguanzhong
畏老偏惊节	weilaopianjingjie
因病得闲殊不恶	yinbingdexianshubue
带长铗之陆离兮	daichangjiazhilulixi
学语小儿知姓名	xueyuxiaoerzhixingming
是以君子恶居下流	shiyijunziwujuxialiu|shiyijunziejuxialiu
天地之鉴也	tiandizhijianye
短笛横吹隔陇闻	duandihengchuigelongwen
抑亦先觉者	yiyixianjuezhe
赣水苍茫闽山碧	ganshuicangmangminshanbi
世俗乍见应怃然	shisuzhajianyingwuran
孤猿衔恨叫中秋	guyuanxianhenjiaozhongqiu
幽怨不堪听	youyuanbukanting
登池州九峰楼寄张祜	dengchizhoujiufengloujizhanghu
项庄拔剑起舞	xiangzhuangbajianqiwu
鹤笼开处见君子	helongkaichujianjunzi
道固不小行	daogubuxiaoxing|daogubuxiaohang
萧萧闻雁飞	xiaoxiaowenyanfei
一日长一日	yirichangyiri
良久问他不开口	liangjiuwentabukaikou
早春寄王汉阳	zaochunjiwanghanyang
飘拂升天行	piaofushengtianxing|piaofushengtianhang
不好犯上而好作乱者	buhaofanshangerhaozuoluanzhe
此天子气也	citianziqiye
仁者老吾老以及人之老	renzhelaowulaoyijirenzhilao
雨过河源隔座看	yuguoheyuangezuokan
莫嫌酒薄红粉陋	moxianjiubohongfenlou|moxianjiubaohongfenlou
银河倒挂三石梁	yinhedaoguasanshiliang
终南望馀雪	zhongnanwangyuxue
兰叶春葳蕤	lanyechunweirui
初出城留别	chuchuchengliubie
想当治道时	xiangdangzhidaoshi
思久故之亲身兮	sijiuguzhiqinshenxi
思飘云物外	sipiaoyunwuwai
山花落尽山长在	shanhualuojinshanzhangzai
勇士不忘丧其元	yongshibuwangsangqiyuan
门前有流水	menqianyouliushui
原同一种性	yuantongyizhongxing
仓黄不负君王意	canghuangbufujunwangyi
人生莫放酒杯干	renshengmofangjiubeigan
卫灵公第十五	weilinggongdishiwu
银章破在腰	yinzhangpozaiyao
直觉巫山暮	zhijuewushanmu
远饷采薇客	yuanxiangcaiweike
题诗芭蕉滑	tishibajiaohua
常苦沙崩损药栏	changkushabengsunyaolan
蓝桥春雪君归日	lanqiaochunxuejunguiri
桃花满陌千里红	taohuamanmoqianlihong
西岳峥嵘何壮哉	xiyuezhengronghezhuangzai
今朝杨柳半垂堤	jinzhaoyangliubanchuidi
中心无蠹虫	zhongxinwuduchong
宾客常满堂	binkechangmantang
奉使按胡俗	fengshianhusu
当年不肯嫁春风	dangnianbukenjiachunfeng
杜子得丹诀	duzidedanjue
有虞氏死生不入于心	youyushisishengburuyuxin
数口之家可以无饥矣	shukouzhijiakeyiwujiyi
吾闻庖丁之言	wuwenpaodingzhiyan
朝与佳人期	chaoyujiarenqi
采菱寒刺上	cailinghancishang
不敢低头看	buganditoukan
则未尝见舟而便操之也	zeweichangjianzhouerbiancaozhiye
高山仰豪气	gaoshanyanghaoqi
杜鹃声里斜阳暮	dujuanshenglixieyangmu
一片神鸦社鼓	yipianshenyashegu
顾我无衣搜荩箧	guwowuyisoujinqie
题山石榴花	tishanshiliuhua
卧龙跃马终黄土	wolongyuemazhonghuangtu
幽居默默如藏逃	youjumomorucangtao
径无凡草唯生竹	jingwufancaoweishengzhu
而游乎四海之外	eryouhusihaizhiwai
道孤还似我	daoguhaisiwo
一卧沧江惊岁晚	yiwocangjiangjingsuiwan
翰林读书言怀	hanlindushuyanhuai
今逢四海为家日	jinfengsihaiweijiari
减粉与园箨	jianfenyuyuantuo
对酒云数片	duijiuyunshupian
无惛惛之事者	wuhunhunzhishizhe
酿之成美酒	niangzhichengmeijiu
草色烟光残照里	caoseyanguangcanzhaoli
虽过失犹弗治	suiguoshiyoufuzhi
竹细野池幽	zhuxiyechiyou
