阿鼻	abi
别请	bieqing
别山祖智禅师	bieshanzuzhichanshi
别时念佛	bieshinianfo
别相	biexiang
别相念处	biexiangnianchu
别相三宝	biexiangsanbao
别相三观	biexiangsanguan
别向圆修	biexiangyuanxiu
别业	bieye
别圆	bieyuan
别愿	bieyuan
别众食	biezhongshi
别传老人	biezhuanlaoren
宾比萨拉	binbisala
摈出	binchu
宾兜喇跋拉度阿迦	bindoulabaladuajia
宾度罗跋罗堕尊者	binduluobaluoduozunzhe
宾头卢	bintoulu
宾头卢颇罗堕	bintoulupoluoduo
斌宗法师	binzongfashi
禀教	bingjiao
冰揭罗天	bingjieluotian
禀具	bingju
病苦	bingku
病苦也如是	bingkuyerushi
炳灵寺石窟	binglingsishiku
病魔	bingmo
病起六缘	bingqiliuyuan
禀性正直	bingxingzhengzhi
秉性正直心善良	bingxingzhengzhixinshanliang
并诸菩萨摩诃萨	bingzhupusamohesa
钵多罗	boduoluo
博多瓦	boduowa
博多瓦仁钦赛	boduowarenqinsai
帛法桥	bofaqiao
帛法祖	bofazu
博湖巴克新库热	bohubakexinkure
薄迦梵	bojiafan
薄伽梵歌	bojiafange
播经	bojing
薄拘罗	baojuluo|bojuluo
波剌斯国	bolasiguo
钵里萨啰伐拏	bolisaluofana
泊莲寺	boliansi
柏林寺	bolinsi
博陵县君崔氏	bolingxianjuncuishi
波隆纳鲁伐	bolongnalufa
波罗芬多	boluofenduo
波罗浮屠	boluofutu
波罗揭谛	boluojiedi
波罗密	boluomi
波罗蜜多	boluomiduo
波罗木叉	boluomucha
波罗奈国	boluonaiguo
波罗颇迦罗蜜多罗	boluopojialuomiduoluo
波罗提木叉	boluotimucha
波罗提提舍尼	boluotitisheni
波罗王朝	boluowangchao
哱罗舞	boluowu
钵罗耶伽	boluoyejia|boluoyega
波罗夷	boluoyi
薄瞑	baoming|boming
博那佛塔	bonafota
波你尼文法	boniniwenfa
般若	bore
般若波罗蜜	boreboluomi
般若波罗蜜多	boreboluomiduo
般若波罗蜜多心经	boreboluomiduoxinjing
般若船	borechuan
般若灯论释	boredenglunshi
般若多罗	boreduoluo
般若法门	borefamen
般若佛母	borefomu
般若佛母心咒	borefomuxinzhou
般若经	borejing|banrejing
般若理趣释	boreliqushi
般若三昧	boresanmei
般若摄颂	boreshesong
般若时	boreshi
般若心经秘键	borexinjingmijian
般若心咒	borexinzhou
波若	boruo
帛僧光	bosengguang
博山无异禅师广录	boshanwuyichanshiguanglu
帛尸梨蜜多罗	boshilimiduoluo
帛尸梨密多罗	boshilimiduoluo
波斯匿	bosini
波斯匿王	bosiniwang
钵头摩地狱	botoumodiyu
拨无因果	bowuyinguo
波旬	boxun
博野县菩提念佛堂	boyexianputinianfotang
波逸提	boyiti
帛远	boyuan
驳正剖析	bozhengpouxi
伯孜克里克石窟	bozikelikeshiku
不谤国主	bubangguozhu
不变随缘	bubiansuiyuan
不变真如	bubianzhenru
不忏举	buchanju
不常不断	buchangbuduan
补充本诗歌	buchongbenshige
补处	buchu
补处弥勒	buchumile
不除千年暗	buchuqiannianan
布达拉宫	budalagong
布达力巴	budaliba
不打妄想	budawangxiang
布达雅	budaya
布袋和尚	budaiheshang
不丹佛教	budanfojiao
不但空	budankong
布德嘎亚	budegaya
不定地法	budingdefa
不定教	budingjiao
不定业	budingye
不动法	budongfa
不动曼荼罗	budongmantuluo
不动灭无为	budongmiewuwei
不动明王	budongmingwang
不动智神妙录	budongzhishenmiaolu
不断常	buduanchang
不断光	buduanguang
布顿佛教史	budunfojiaoshi
布敦仁钦朱	budunrenqinzhu
不二	buer
不二门下歌	buermenxiage
不二摩诃衍	buermoheyan
布尔尼古拉	buernigula
不二一元论	bueryiyuanlun
不二之法	buerzhifa
不放逸	bufangyi
不负佛陀当年走	bufufotuodangnianzou
不负千劫此人身	bufuqianjiecirenshen
不复再画	bufuzaihua
不共般若	bugongbore
不共法	bugongfa
不共佛法	bugongfofa
不共教	bugongjiao
不共无明	bugongwuming
不共相	bugongxiang
不共业	bugongye
不过中食	buguozhongshi
不还果	buhaiguo
不还向	buhaixiang
布赫诺夫	buhenuofu
不坏法	buhuaifa
不及弥陀一声间	bujimituoyishengjian
不讥他过	bujitaguo
不见举	bujianju
不见世间过	bujianshijianguo
不见王谢当年侯	bujianwangxiedangnianhou
不见杨柳春风度	bujianyangliuchunfengdu
不净粪	bujingfen
不净观	bujingguan
不净肉	bujingrou
不净室	bujingshi
不净说法	bujingshuofa
不净行	bujingxing
不具足	bujuzu
不可说不可说	bukeshuobukeshuo
不空	bukong
不空成就如来	bukongchengjiurulai
不空罥索观音	bukongjuansuoguanyin
不空罥索神变真言经	bukongjuansuoshenbianzhenyanjing
不空罥索神咒心经	bukongjuansuoshenzhouxinjing
不空罥索陀罗尼经	bukongjuansuotuoluonijing
不空三藏	bukongsanzang
不空三藏法师	bukongsanzangfashi
不愧为侍者	bukuiweishizhe
不劳功力不劳神	bulaogonglibulaoshen
不劳弹指间	bulaotanzhijian
不离过	buliguo
不了义	buliaoyi
不留平常心	buliupingchangxin
布鲁教	bulujiao
不落两边	buluoliangbian
不落有无	buluoyouwu
布马心滴	bumaxindi
布毛侍者	bumaoshizhe
布衲效常	bunaxiaochang
不能忆念	bunengyinian
不偏中来正中去	bupianzhonglaizhengzhongqu
不起嗔心	buqichenxin
不起邪见	buqixiejian
不悭戒	buqianjie
不清净七地其实叫住行者	buqingjingqidiqishijiaozhuxingzhe
不清净施	buqingjingshi
不取也不离	buquyebuli
不取正觉	buquzhengjue
不辱国体	buruguoti
不如密多	burumiduo
布萨	busa
布萨日	busari
不舍一人	busheyiren
不生	busheng
不生不灭	bushengbumie
不生断	bushengduan
布施	bushi
不是本来心	bushibenlaixin
布施波罗蜜	bushiboluomi
布施波罗蜜多	bushiboluomiduo
布施度开始	bushidukaishi
不识法身	bushifashen
布施偈	bushiji
不时解脱	bushijietuo
布施摄	bushishe
不受不施派	bushoubushipai
不死门	busimen
不思议变易生死	busiyibianyishengsi
布苏固巴	busuguba
补特迦罗	butejialuo
补特伽罗	butegaluo|butejialuo
不通忏悔	butongchanhui
不同根器	butonggenqi
不退	butui
不退地	butuidi
不退寺	butuisi
不退转	butuizhuan
补陀	butuo
补陀落迦	butuoluojia
补陀洛山	butuoluoshan
怖愄	buwei
不惜天篷落凡间	buxitianpengluofanjian
不相嫉妒	buxiangjidu
不相应心	buxiangyingxin
不相应行法	buxiangyingxingfa
不行加行	buxingjiahang
补续高僧传	buxugaosengchuan
不要拂拭	buyaofushi
不要着相	buyaozhexiang
不一不异说	buyibuyishuo
不一定指出家人	buyidingzhichujiaren
不一亦不异	buyiyibuyi
不因春风有醉意	buyinchunfengyouzuiyi
不饮酒戒	buyinjiujie
不用三祗修福慧	buyongsanzhixiufuhui
不与取	buyuqu
不予取	buyuqu
不语通	buyutong
不在犹豫处	buzaiyouyuchu
不再造	buzaizao
不增不减	buzengbujian
不增不减经	buzengbujianjing
不增不灭	buzengbumie
不着相	buzhaoxiang
不知瑶池落甘露	buzhiyaochiluoganlu
部执异论	buzhiyilun
不住加行	buzhujiahang
不住生死	buzhushengsi
采巴耿噶多杰	caibagenggaduojie
蔡巴贡噶多杰	caibagonggaduojie
采巴祥尊哲札巴	caibaxiangzunzhezhaba
财宝天王	caibaotianwang
财宝天王心咒	caibaotianwangxinzhou
财供养	caigongyang
蔡槐庭	caihuaiting
财马车	caimache
蔡念生居士	cainianshengjushi
蔡荣婷	cairongting
财色名食睡	caisemingshishui
财神法	caishenfa
财施	caishi
蔡维立	caiweili
蔡运辰	caiyunchen
蔡子应	caiziying
参禅	canchan
参禅法器	canchanfaqi
残供	cangong
参加共修	canjiagongxiu
参究	canjiu
参寥子	canliaozi
参笼	canlong
参天台五台山记	cantiantaiwutaishanji
粲英	canying
璨幽	canyou
藏巴嘉热益西多杰	cangbajiareyixiduojie
藏巴嘉热益喜多杰	cangbajiareyixiduojie
藏地雪域	cangdixueyu
藏奂	canghuan
藏奂禅师	canghuanchanshi
藏经	cangjing
伧劣	canglie
藏论	canglun
藏山顺空	cangshanshunkong
藏叟朗誉	cangsoulangyu
藏叟珍公	cangsouzhengong
藏廙	cangyi
藏用	cangyong
藏于偶	cangyuou
沧州水月寺	cangzhoushuiyuesi
草庵法师	caoanfashi
嘈嘈杂杂草莓饼	caocaozazacaomeibing
曹洞教会修证义	caodongjiaohuixiuzhengyi
曹洞宗	caodongzong
操度心咒	caoduxinzhou
漕矩咤国	caojuzhaguo
漕朗祗波	caolangzhibo
草木成佛	caomuchengfo
草色已经绿千家	caoseyijinglvqianjia
曹山本寂禅师	caoshanbenjichanshi
曹仕邦	caoshibang
草堂派	caotangpai
草堂清禅师	caotangqingchanshi
草堂善清	caotangshanqing
曹王禅寺	caowangchansi
曹溪	caoxi
曹溪宝林传	caoxibaolinchuan
曹溪大师	caoxidashi
曹溪大师别传	caoxidashibiezhuan
曹溪憨山大师	caoxihanshandashi
曹溪宗	caoxizong
草衣禅师	caoyichanshi
草蚁世界也如此	caoyishijieyeruci
岑和尚	cenheshang
岑阇黎	cenduli|censheli
岑阇梨	cenduli|censheli
岑学吕居士	cenxuelvjushi
曾端甫	cengduanfu
曾会	cenghui
曾普信	cengpuxin
曾运使	cengyunshi
茶禅一味	chachanyiwei
刹那	chana
刹那加行	chanajiahang
刹那嘉兴	chanajiaxing
刹那能毁诸重罪	chananenghuizhuzhongzui
刹那三世	chanasanshi
刹那生灭	chanashengmie
刹那无常	chanawuchang
茶树阵亡时	chashuzhenwangshi
插田婆	chatianpo
茶心禅意	chaxinchanyi
差异而致	chayierzhi
查湛然	chazhanran
禅病	chanbing
禅波罗蜜	chanboluomi
禅茶录	chanchalu
忏除	chanchu
禅德	chande
禅灯世谱	chandengshipu
羼底	chandi
阐第一宗风	chandiyizongfeng
禅定	chanding
禅定波罗蜜	chandingboluomi
禅定当中	chandingdangzhong
禅定坚固	chandingjiangu
忏法	chanfa
禅法	chanfa
禅法要解	chanfayaojie
禅非所知	chanfeisuozhi
缠缚	chanfu
缠盖	changai
禅观	changuan
禅关策进	changuancejin
禅规	changui
禅海十珍	chanhaishizhen
禅和	chanhe
禅和子	chanhezi
禅惠	chanhui
禅慧	chanhui
忏悔歌	chanhuige
忏悔功德	chanhuigongde
忏悔换来夫妻和	chanhuihuanlaifuqihe
忏悔偈	chanhuiji
禅寂	chanji
禅教	chanjiao
禅戒	chanjie
镡津文集	chanjinwenji|tanjinwenji
禅净密	chanjingmi
禅聚	chanju
禅林宝训	chanlinbaoxun
禅林类聚	chanlinleiju
禅林僧宝传	chanlinsengbaochuan
禅林疏语考证	chanlinshuyukaozheng
禅林寺	chanlinsi
禅林象器笺	chanlinxiangqijian
禅律	chanlv
禅门	chanmen
禅门锻链说	chanmenduanlianshuo
禅门公案名	chanmengonganming
禅门口诀	chanmenkoujue
禅门拈颂集	chanmenniansongji
禅门日诵	chanmenrisong
禅门师资承袭图	chanmenshizichengxitu
禅门问答	chanmenwenda
禅门五宗	chanmenwuzong
禅门要略	chanmenyaolue
禅秘要法经	chanmiyaofajing
缠眠	chanmian
忏摩	chanmo
阐那	channa
禅那	channa
禅那波罗蜜	channaboluomi
谄曲	chanqu
禅如来如去	chanrulairuqu
铲射很	chanshehen
禅师	chanshi
禅师般若	chanshibore
禅师大慧	chanshidahui
禅师大善	chanshidashan
禅师大义	chanshidayi
禅师大志	chanshidazhi
禅师道势	chanshidaoshi
禅师道源	chanshidaoyuan
禅师道悦	chanshidaoyue
禅师道遵	chanshidaozun
禅师德抱	chanshidebao
禅师等观	chanshidengguan
禅师法俊	chanshifajun
禅师法论	chanshifalun
禅师法善	chanshifashan
禅师法慎	chanshifashen
禅师法盛	chanshifasheng
禅师法喜	chanshifaxi
禅师法响	chanshifaxiang
禅师法彦	chanshifayan
禅师法仪	chanshifayi
禅师法源	chanshifayuan
禅师慧辩	chanshihuibian
禅师慧超	chanshihuichao
禅师慧成	chanshihuicheng
禅师慧稠	chanshihuichou
禅师慧奖	chanshihuijiang
禅师慧宽	chanshihuikuan
禅师慧旻	chanshihuimin
禅师慧命	chanshihuiming
禅师慧普	chanshihuipu
禅师慧瑫	chanshihuitao
禅师慧威	chanshihuiwei
禅师慧耀	chanshihuiyao
禅师慧涌	chanshihuiyong
禅师吉藏	chanshijicang
禅师径山无准	chanshijingshanwuzhun
禅师敬韶	chanshijingshao
禅师礼宗	chanshilizong
禅师明旷	chanshimingkuang
禅师普门	chanshipumen
禅师普明	chanshipuming
禅师僧稠	chanshisengchou
禅师僧实	chanshisengshi
禅师僧照	chanshisengzhao
禅师僧珍	chanshisengzhen
禅师善伏	chanshishanfu
禅师神邕	chanshishenyong
禅师昙兰	chanshitanlan
禅师行简	chanshixingjian
禅师行满	chanshixingman
禅师玄高	chanshixuangao
禅师玄光	chanshixuanguang
禅师玄觉	chanshixuanjue
禅师义福	chanshiyifu
禅师元高	chanshiyuangao
禅师元浩	chanshiyuanhao
禅师元皓	chanshiyuanhao
禅师元宗	chanshiyuanzong
禅师真观	chanshizhenguan
禅师智拔	chanshizhiba
禅师智瓘	chanshizhiguan
禅师智锴	chanshizhikai
禅师智晞	chanshizhixi
禅师智越	chanshizhiyue
禅师智璪	chanshizhizao
禅说	chanshuo
阐提	chanti
羼提	chanti
羼提波罗蜜	chantiboluomi
阐提惟照	chantiweizhao
禅味	chanwei
禅像什么	chanxiangshenme
禅心	chanxin
禅心与经语	chanxinyujingyu
禅行	chanxing
禅修营	chanxiuying
禅修者	chanxiuzhe
禅需自悟	chanxuziwu
忏仪	chanyi
禅衣	chanyi
禅与牛	chanyuniu
禅院	chanyuan
禅苑蒙求	chanyuanmengqiu
禅苑清规	chanyuanqinggui
禅源诸诠集都序	chanyuanzhuquanjidouxu
禅悦	chanyue
禅月大师贯休	chanyuedashiguanxiu
禅月集	chanyueji
禅悦食	chanyueshi
忏云	chanyun
禅云寺	chanyunsi
禅者无著	chanzhewuzhu
禅支	chanzhi
忏主思永	chanzhusiyong
忏主遵式	chanzhuzunshi
禅宗	chanzong
禅宗决疑集	chanzongjueyiji
禅宗全书	chanzongquanshu
禅宗永嘉集	chanzongyongjiaji
禅宗语录	chanzongyulu
禅宗杂毒海	chanzongzaduhai
禅宗正脉	chanzongzhengmai
禅宗直指	chanzongzhizhi
忏罪	chanzui
长阿含经当中	changahanjingdangzhong
长安佛教	changanfojiao
长安普光寺僧明解	changanpuguangsisengmingjie
长钵	changbo
常不轻	changbuqing
常不轻菩萨	changbuqingpusa
长春观	changchunguan
常春观	changchunguan
常聪法师	changcongfashi
常得出家修净戒	changdechujiaxiujingjie
长谷寺	changgusi
常光一丈	changguangyizhang
常寂	changji
常寂光土	changjiguangtu
常见	changjian
常见春风轻轻去	changjianchunfengqingqingqu
常精进菩萨	changjingjinpusa
长泾僧	changjingseng
长井真琴	changjingzhenqin
长久住世	changjiuzhushi
常觉	changjue
常觉禅师	changjuechanshi
常凯法师	changkaifashi
常乐我净	changlewojing
长龙寺	changlongsi
长芦赜禅师	changluzechanshi
常罗汉	changluohan
常愍	changmin
长明灯	changmingdeng
昌明法师	changmingfashi
长青春科尔寺	changqingchunkeersi
长庆惠棱禅师	changqinghuilengchanshi
长庆棱禅师	changqinglengchanshi
常润	changrun
常身	changshen
长生山皎然	changshengshanjiaoran
常氏女	changshinv
长时修	changshixiu
长寿持明	changshouchiming
长寿佛咒	changshoufozhou
长寿灭罪护诸童子陀罗尼经	changshoumiezuihuzhutongzituoluonijing
常熟陈妪	changshuchenyu
长水法师	changshuifashi
长水法师子璇	changshuifashizixuan
常思春色无边在	changsichunsewubianzai
长松清风	changsongqingfeng
长松茹退	changsongrutui
常随佛学	changsuifoxue
常通禅师	changtongchanshi
长尾雅人	changweiyaren
常我	changwo
长物	changwu
常无常二身	changwuchangershen
畅想无边觉有情	changxiangwubianjueyouqing
长行	changxing
常行乞食	changxingqishi
常行三昧	changxingsanmei
长养	changyang
长阳观音阁	changyangguanyinge
长夜将尽路渐远	changyejiangjinlujianyuan
长衣	changyi
常以清旦	changyiqingdan
倡印	changyin
常遇	changyu
长斋月	changzhaiyue
长爪梵志	changzhaofanzhi
长智慧	changzhihui
长咒	changzhou
常州九龙禅寺	changzhoujiulongchansi
常住	changzhu
昌珠寺	changzhusi
长髭	changzi
常总	changzong
常坐	changzuo
常作天乐	changzuotianle
超岸	chaoan
朝庵颜禅师	chaoanyanchanshi
超辩	chaobian
晁补之居士	chaobuzhijushi
超峰寺	chaofengsi
超化大师	chaohuadashi
超戒寺	chaojiesi
超进	chaojin
抄经	chaojing
晁迥	chaojiong
超觉大师	chaojuedashi
朝礼五台山	chaoliwutaishan
超明	chaoming
晁明远	chaomingyuan
晁明远居士	chaomingyuanjushi
晁木格阿柔祖古	chaomugearouzugu
潮山	chaoshan
潮山黄婆	chaoshanhuangpo
潮声著树晚多风	chaoshengzhushuwanduofeng
晁文元	chaowenyuan
晁无咎	chaowujiu
朝鲜佛教	chaoxianfojiao
朝鲜佛教通史	chaoxianfojiaotongshi
晁以道	chaoyidao
超一子	chaoyizi
潮音道海	chaoyindaohai
潮音通旭禅师	chaoyintongxuchanshi
超越断	chaoyueduan
超越三昧	chaoyuesanmei
超越证	chaoyuezheng
彻见	chejian
彻却	cheque
彻通义介	chetongyijie
彻翁义亨	chewengyiheng
陈媪	chenao
嗔病	chenbing
陈参军	chencanjun
陈操尚书	chencaoshangshu
陈禅师	chenchanshi
尘道	chendao
陈道婆	chendaopo
尘点劫	chendianjie
嗔毒	chendu
陈法师慧布	chenfashihuibu
嗔缚	chenfu
尘垢	chengou
陈瓘居士	chenguanjushi
陈海量居士	chenhailiangjushi
陈和尚	chenheshang
嗔恨	chenhen
嗔恚	chenhui
嗔恚火	chenhuihuo
陈慧剑居士	chenhuijianjushi
嗔恚使	chenhuishi
嗔火	chenhuo
陈健民	chenjianmin
陈健民居士	chenjianminjushi
尘劫	chenjie
陈君璋	chenjunzhang
尘空法师	chenkongfashi
尘劳	chenlao
沉冥	chenming
陈铭枢居士	chenmingshujushi
陈那论师	chennalunshi
晨起祈愿文	chenqiqiyuanwen
陈弃药	chenqiyao
陈荣灼	chenrongzhuo
陈如尊者	chenruzunzhe
尘刹	chensha
尘沙	chensha
尘沙惑	chenshahuo
陈神赐	chenshenci
陈师道居士	chenshidaojushi
尘数	chenshu
沉檀	chentan
陈体常	chentichang
陈田寺元寂	chentiansiyuanji
尘妄	chenwang
尘相	chenxiang
嗔心	chenxin
陈延裸	chenyanluo
陈英善	chenyingshan
陈莹中	chenyingzhong
陈用拙	chenyongzhuo
陈玉蛟	chenyujiao
晨钟偈	chenzhongji
晨钟鸣千里	chenzhongmingqianli
陈忠肃	chenzhongsu
陈祚龙	chenzuolong
乘遍行	chengbianxing
承澄	chengcheng
澄楚	chengchu
成道	chengdao
秤斗无欺	chengdouwuqi
成都范县君	chengdufanxianjun
成都府世奇首座	chengdufushiqishouzuo
乘恩	chengen
诚法归	chengfagui
乘方禅师	chengfangchanshi
乘风破浪待春知	chengfengpolangdaichunzhi
成佛	chengfo
成佛法师	chengfofashi
成佛作祖因	chengfozuozuyin
承古	chenggu
澄观	chengguan
澄观法师	chengguanfashi
澄观国师	chengguanguoshi
承皓禅师	chenghaochanshi
诚慧	chenghui
程季清	chengjiqing
诚敬心	chengjingxin
成就法鬘	chengjiufaman
成觉	chengjue
程列嘉措	chengliejiacuo
称名	chengming
程明道	chengmingdao
称名杂行	chengmingzaxing
称名正行	chengmingzhenghang
称念	chengnian
乘如	chengru
承侍	chengshi
成实师	chengshishi
成实宗	chengshizong
承受信物	chengshouxinwu
成熟树	chengshushu
成所作智	chengsuozuozhi
称天	chengtian
承天寺	chengtiansi
成唯识论	chengweishilun
成唯识论述记	chengweishilunshuji
诚祥	chengxiang
丞相张无尽	chengxiangzhangwujin
呈心偈	chengxinji
承许是	chengxushi
成一	chengyi
乘义法师	chengyifashi
乘愿	chengyuan
承远	chengyuan
澄远	chengyuan
澄远禅师	chengyuanchanshi
乘愿再来	chengyuanzailai
称赞净土佛摄受经	chengzanjingtufosheshoujing
澄照觉先	chengzhaojuexian
成住坏空	chengzhuhuaikong
诚拙周樗	chengzhuozhouchu
痴爱	chiai
吃茶养生记	chichayangshengji
痴禅	chichan
池底纯以金沙布地	chidichunyijinshabudi
痴定	chiding
持定禅师	chidingchanshi
痴毒	chidu
痴钝空性	chidunkongxing
持法佛	chifafo
敕法师元琬	chifashiyuanwan
持犯	chifan
赤峰根佩庙	chifenggenpeimiao
赤峰罕庙	chifenghanmiao
持佛	chifo
持佛名号	chifominghao
持戒	chijie
持戒波罗蜜	chijieboluomi
持戒律	chijielv
痴绝禅师	chijuechanshi
痴绝冲	chijuechong
痴绝冲禅师	chijuechongchanshi
持律	chilv
痴慢	chiman
持名	chiming
持明	chiming
持明咒藏	chimingzhoucang
持念	chinian
痴取	chiqu
赤热巴巾	chirebajin
赤色赤光	chisechiguang
炽盛光佛顶	chishengguangfoding
痴使	chishi
持世经	chishijing
持守戒律	chishoujielv
持诵	chisong
持松	chisong
赤松德赞	chisongdezan
赤松德真	chisongdezhen
持松法师	chisongfashi
持素	chisu
池塘清清出莲花	chitangqingqingchulianhua
痴兀大慧	chiwudahui
持息观	chixiguan
鸱鸮派	chixiaopai
持斋	chizhai
池中莲华	chizhonglianhua
赤珠	chizhu
重报轻受	chongbaoqingshou
宠法师	chongfashi
崇福寺	chongfusi
重复衣	chongfuyi
崇圭	chonggui
崇惠	chonghui
崇慧	chonghui
崇慧禅师	chonghuichanshi
崇矩	chongju
充满其中	chongmanqizhong
重庆华岩寺	chongqinghuayansi
重庆梁平鸣钟寺	chongqingliangpingmingzhongsi
重庆市巴南区云豁寺	chongqingshibananquyunhuosi
重庆市垫江县太平寺	chongqingshidianjiangxiantaipingsi
重庆太平禅院	chongqingtaipingchanyuan
重山	chongshan
崇善寺	chongshansi
崇圣寺三塔	chongshengsisanta
崇寿	chongshou
崇信禅师	chongxinchanshi
